title,overview,release_date,Year,Month,Day,vote_average,vote_count,popularity,production_companies,runtime,budget,revenue,profit,ROI,genres,Action,Adventure,Science Fiction,Drama,Thriller,Comedy,Animation,Fantasy,Horror,Romance,Mystery,Documentary,Music,Western,Crime
Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",2019-06-14,2019,6,14,6.5,1570,18.443,"['Davis Entertainment', 'New Line Cinema']",111,30,21,-8,-0.3,"['Action', 'Crime']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fighting with My Family,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",2019-02-14,2019,2,14,6.859,1561,23.257,"['WWE Studios', 'Misher Films', 'Seven Bucks Productions', 'Film4 Productions', 'The Ink Factory', 'Metro-Goldwyn-Mayer']",108,11,39,28,2.6,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Angry Birds Movie 2,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",2019-08-02,2019,8,2,7.119,1506,35.301,"['Rovio Animation', 'Columbia Pictures', 'Sony Pictures Animation', 'Rovio Entertainment']",97,65,147,82,1.3,"['Animation', 'Comedy', 'Adventure', 'Family']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
A Beautiful Day in the Neighborhood,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.",2019-09-07,2019,9,7,6.997,1448,19.319,"['TriStar Pictures', 'Tencent Pictures', 'Big Beach']",109,25,67,42,1.7,"['Drama', 'History']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Dog's Journey,A dog finds the meaning of his own existence through the lives of the humans he meets.,2019-05-03,2019,5,3,8.038,1359,37.355,"['Walden Media', 'Alibaba Pictures Group', 'Amblin Entertainment', 'Universal Pictures', 'DreamWorks Pictures', 'Amblin Partners', 'Pariah Entertainment Group', 'Reliance Entertainment']",109,16,78,62,3.9,"['Family', 'Adventure', 'Drama']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
What Men Want,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",2019-02-08,2019,2,8,6.192,1314,17.805,"['Will Packer Productions', 'BET Films', 'Paramount Players']",117,20,69,49,2.5,"['Comedy', 'Romance']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Motherless Brooklyn,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",2019-10-31,2019,10,31,6.701,1312,18.108,"['Class 5 Films', 'MWM Studios']",145,26,18,-7,-0.3,"['Drama', 'Thriller']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",2019-08-08,2019,8,8,8.206,1306,51.628,"['Original Film', '20th Century Fox', 'Shifting Gears Productions', 'Fox 2000 Pictures', 'Starbucks Entertainment']",109,18,33,15,0.9,"['Drama', 'Romance', 'Comedy', 'Family']",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
47 Meters Down: Uncaged,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.",2019-08-15,2019,8,15,5.714,1284,17.953,"['The Fyzz', 'Lionsgate']",90,12,47,35,3.0,"['Horror', 'Drama', 'Adventure']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Tolkien,"England, early 20th century. The future writer and philologist John Ronald Reuel Tolkien (1892-1973) and three of his schoolmates create a strong bond between them as they share the same passion for literature and art, a true fellowship that strengthens as they grow up, but the outbreak of World War I threatens to shatter it.",2019-05-03,2019,5,3,6.983,1280,14.153,"['Fox Searchlight Pictures', 'TSG Entertainment', 'Chernin Entertainment']",112,20,8,-11,-0.6,"['War', 'Drama', 'Romance']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Farewell,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,2019-07-12,2019,7,12,7.437,1276,11.38,"['Big Beach', 'Depth of Field', 'Kindred Spirit', 'Seesaw Productions']",100,0,23,22,91.2,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Color Out of Space,"The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",2019-09-07,2019,9,7,6.021,1275,21.33,"['SpectreVision', 'BRO Cinema', 'ACE Pictures Entertainment', 'XYZ Films']",111,6,1,-4,-0.8,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
Stuber,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",2019-07-11,2019,7,11,6.662,1182,17.386,['GoldDay'],93,16,32,16,1.0,"['Action', 'Comedy']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Upside,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",2019-01-10,2019,1,10,7.146,1127,27.214,"['Escape Artists', 'Lantern Entertainment', 'The Weinstein Company']",126,37,125,87,2.3,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Judy,"Thirty years after starring in ""The Wizard of Oz,"" beloved actress and singer Judy Garland arrives in London to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans, her soon-to-be fifth husband.",2019-09-27,2019,9,27,6.7,1095,15.827,"['BBC Film', 'Calamity Films', 'Pathé', 'LD Entertainment', 'Roadside Attractions']",118,10,38,28,2.9,"['Drama', 'History', 'Music']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Grudge,"After a young mother murders her family in her own house, a detective attempts to investigate the mysterious case, only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits, the detective must do anything to protect herself and her family from harm.",2019-12-31,2019,12,31,5.5,1089,18.79,"['Ghost House Pictures', 'Good Universe', 'Stage 6 Films', 'Screen Gems']",93,10,42,32,3.3,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Jexi,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",2019-10-10,2019,10,10,6.844,1083,24.027,"['CBS Films', 'Team Todd', 'Sierra/Affinity', 'Lionsgate', 'Jexi Studios', 'Entertainment One']",84,5,9,4,0.9,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Professor and the Madman,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",2019-03-07,2019,3,7,7.156,1052,20.945,"['Fastnet Films', '22h22', 'Caviar Antwerp NV', 'Definition Films', 'Zik Zak Filmworks']",124,25,4,-20,-0.8,"['History', 'Drama', 'Mystery', 'Thriller']",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Captive State,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.",2019-03-15,2019,3,15,5.634,1043,14.555,"['Amblin Entertainment', 'Participant', 'DreamWorks Pictures', 'Lightfuse & Gettaway']",110,25,8,-16,-0.6,"['Science Fiction', 'Action', 'Horror', 'Thriller']",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Downton Abbey,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.",2019-09-12,2019,9,12,7.143,1028,20.498,"['Focus Features', 'Perfect World Pictures', 'Carnival Films']",122,20,192,172,8.6,"['Drama', 'Romance', 'History']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A Dog's Way Home,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",2019-01-10,2019,1,10,7.339,1009,34.156,"['Bona Film Group', 'Pariah', 'Columbia Pictures']",96,18,17,0,-0.0,"['Drama', 'Adventure', 'Family']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Aeronauts,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",2019-11-04,2019,11,4,6.804,996,14.126,"['Amazon Studios', 'Mandeville Films', 'FilmNation Entertainment', 'Popcorn Storm', 'One Shoe Films']",101,40,3,-36,-0.9,"['Adventure', 'Drama', 'Romance']",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Breakthrough,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",2019-04-10,2019,4,10,7.637,984,15.035,"['Fox 2000 Pictures', '20th Century Fox']",116,14,49,35,2.5,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Prodigy,A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,2019-02-06,2019,2,6,6.14,902,17.976,"['Vinson Films', 'XYZ Films', 'Orion Pictures', 'Metro-Goldwyn-Mayer']",92,6,21,15,2.5,"['Horror', 'Thriller']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,2019-12-19,2019,12,19,4.126,888,15.061,"['Working Title Films', 'Amblin Entertainment', 'Monumental Pictures', 'Universal Pictures', 'The Really Useful Group', '3dot Productions']",110,95,73,-21,-0.2,"['Fantasy', 'Comedy', 'Drama']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Missing Link,"The charismatic Sir Lionel Frost considers himself to be the world's foremost investigator of myths and monsters. Trouble is, none of his small-minded, high-society peers seems to recognize this. Hoping to finally gain acceptance from these fellow adventurers, Sir Lionel travels to the Pacific Northwest to prove the existence of a legendary creature known as the missing link.",2019-04-04,2019,4,4,7.0,777,18.275,"['Laika Entertainment', 'Annapurna Pictures']",95,100,26,-73,-0.7,"['Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy']",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Black and Blue,"A rookie cop inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",2019-10-25,2019,10,25,6.769,762,22.891,"['Hidden Empire Film Group', 'Royal Viking Entertainment', 'Screen Gems']",109,12,22,10,0.9,"['Action', 'Crime', 'Drama', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Late Night,"A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline.",2019-01-25,2019,1,25,6.442,730,11.362,"['FilmNation Entertainment', '30WEST', 'Imperative Entertainment', 'Scott Rudin Productions', '3 Arts Entertainment', 'Stage 6 Films']",102,4,22,18,4.6,"['Comedy', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Informer,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",2019-08-30,2019,8,30,6.513,720,17.382,"['Thunder Road', 'The Fyzz', 'Maddem Films']",109,60,2,-57,-1.0,"['Drama', 'Crime', 'Thriller']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Little,"Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.",2019-04-04,2019,4,4,6.847,658,15.489,"['Will Packer Productions', 'Universal Pictures', 'Legendary Pictures', 'Khalabo Ink Society']",108,20,17,-2,-0.1,"['Comedy', 'Fantasy', 'Romance']",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Wonder Park,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",2019-03-13,2019,3,13,6.48,643,22.321,"['Nickelodeon Movies', 'Paramount Animation', 'Ilion Animation Studios', 'Paramount']",86,100,119,19,0.2,"['Comedy', 'Animation', 'Adventure', 'Family', 'Fantasy']",0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Queen & Slim,"While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results.",2019-11-27,2019,11,27,7.133,622,12.016,"['Hillman Grad Productions', 'De La Revolución Films', '3BlackDot', 'Creative Wealth Media Finance', 'Entertainment One', 'Makeready', 'Bron Studios']",131,20,47,27,1.4,"['Drama', 'Romance', 'Crime']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Playing with Fire,A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.,2019-11-08,2019,11,8,6.741,613,16.879,"['Broken Road Productions', 'Nickelodeon Movies', 'Paramount Players', 'Walden Media']",96,29,69,39,1.3,"['Family', 'Comedy']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Honey Boy,"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",2019-09-28,2019,9,28,7.101,606,13.755,"['Amazon Studios', 'Stay Gold Features', 'Delirio Films', 'Automatik Entertainment', 'Kindred Spirit', 'Red Crown Productions']",94,3,3,0,-0.0,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Hidden Life,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,2019-12-11,2019,12,11,7.15,578,13.221,"['Studio Babelsberg', 'Iris Productions', 'Fox Searchlight Pictures', 'Medienboard Berlin-Brandenburg', 'TSG Entertainment']",174,9,4,-4,-0.5,"['Drama', 'War', 'History']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waves,A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.,2019-11-15,2019,11,15,7.39,570,12.813,"['Bron Studios', 'JW Films']",135,6,2,-3,-0.6,"['Romance', 'Drama']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Sun Is Also a Star,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth.",2019-05-16,2019,5,16,6.968,554,12.053,['Alloy Entertainment'],100,9,6,-2,-0.2,"['Romance', 'Drama']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Intruder,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,2019-05-03,2019,5,3,6.0,531,15.53,"['Hidden Empire Film Group', 'Screen Gems']",102,8,40,32,4.1,['Thriller'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blinded by the Light,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",2019-08-09,2019,8,9,6.936,529,11.663,"['New Line Cinema', 'Bend It Films', 'Ingenious Media', 'Levantine Films', 'Rakija Films', 'Warner Bros. Pictures', 'Cornerstone Films']",118,15,18,3,0.2,"['Drama', 'Comedy']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Ophelia,"Ophelia comes of age as lady-in-waiting for Queen Gertrude, and her singular spirit captures Hamlet's affections. As lust and betrayal threaten the kingdom, Ophelia finds herself trapped between true love and controlling her own destiny.",2019-06-28,2019,6,28,7.218,497,12.646,"['Bobker / Kruger Films', 'Covert Media', 'Forthcoming Films', 'Bert Marcus Film']",114,12,0,-11,-1.0,"['Drama', 'Romance', 'History']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Black Christmas,"During Christmas break, the women at Hawthorne College start being preyed upon by an unknown stalker. Riley, a girl dealing with her own trauma, decides to take matters into her own hands before her and her friends are murdered too.",2019-12-11,2019,12,11,4.605,491,10.47,"['Universal Pictures', 'Blumhouse Productions', 'Divide / Conquer']",92,5,18,13,2.7,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Miss Bala,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",2019-02-01,2019,2,1,6.378,485,19.609,"['Misher Films', 'Canana', 'Columbia Pictures']",104,15,15,0,0.0,['Action'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Madea Family Funeral,"A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unpleasant family secrets.",2019-03-01,2019,3,1,5.888,472,14.809,['Tyler Perry Studios'],104,20,74,54,2.7,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jay and Silent Bob Reboot,Jay and Silent Bob embark on a cross-country mission to stop Hollywood from rebooting a film based on their comic book characters Bluntman and Chronic.,2019-10-15,2019,10,15,5.673,463,12.419,"['SModcast Pictures', 'View Askew Productions', 'Miramax', 'Saban Films', 'Destro Films', 'Hideout Pictures', 'Intercut Capital', 'Lions Gate Films']",105,10,1,-8,-0.9,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Beach Bum,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",2019-03-21,2019,3,21,5.628,440,12.664,"['Anonymous Content', 'Iconoclast', 'Riverstone Pictures', 'Vice Studios', 'Le Grisbi Productions']",95,5,4,0,-0.1,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Personal History of David Copperfield,"A fresh and distinctive take on Charles Dickens’ semi-autobiographical masterpiece, The Personal History of David Copperfield, set in the 1840s, chronicles the life of its iconic title character as he navigates a chaotic world to find his elusive place within it. From his unhappy childhood to the discovery of his gift as a storyteller and writer, David’s journey is by turns hilarious and tragic, but always full of life, colour and humanity.",2019-11-07,2019,11,7,6.483,418,13.477,"['FilmNation Entertainment', 'Film4 Productions', 'Wishmore']",119,15,11,-3,-0.3,['Comedy'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 from Hell,"After barely surviving a furious shootout with the police, Baby Firefly, Otis Driftwood and Captain Spaulding are behind bars. But pure evil cannot be contained. Teaming up with Otis’ half-brother Winslow, the demented Firefly clan escape to unleash a whole new wave of murder, madness and mayhem.",2019-09-16,2019,9,16,5.8,411,13.939,"['Lionsgate', 'Capital Arts Entertainment', 'Spookshow International']",115,3,2,0,-0.2,"['Horror', 'Crime', 'Action']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
UglyDolls,"In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child.",2019-05-01,2019,5,1,6.659,406,18.185,"['STX Films', 'Original Force Animation', 'Reel FX Creative Studios', 'Alibaba Pictures Group', 'Huaxia Film Distribution']",87,45,32,-12,-0.3,"['Family', 'Animation', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Monos,"On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",2019-08-15,2019,8,15,6.66,349,12.534,"['Mutante Cine', 'Campo Cine', 'Snowglobe', 'Stela Cine', 'Le Pacte', 'Bord Cadre Films', 'CounterNarrative Films', 'Dynamo', 'Film i Väst', 'Lemming Film', 'Pando Producciones', 'Pandora Filmproduktion', 'Dago García Producciones']",103,1,1,0,0.1,"['Drama', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Don't Let Go,"A detective suffering from a personal loss receives a call from his recently deceased niece. Being able to communicate across time, the two work together to try and stop the crime before it occurs.",2019-08-30,2019,8,30,6.851,323,16.016,['Blumhouse Productions'],107,5,5,0,0.1,"['Science Fiction', 'Thriller', 'Mystery', 'Crime']",0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Primal,"A big-game hunter for zoos books passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar – along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",2019-12-27,2019,12,27,5.638,311,17.266,"['Daniel Grodnik Productions', 'Wonderfilm Media', 'Imprint Entertainment', 'Artem Entertainment', 'Pimienta', 'Lionsgate']",97,9,0,-8,-1.0,"['Action', 'Adventure', 'Thriller']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Eye for an Eye,"Mario, an exemplary man, lives in a village on the Galician coast. In the old people’s home, where he works as a nurse, everyone appreciates him. When the best known narco in the area, Antonio Padín, recently released from prison, enters the residence, Mario tries to make Antonio feel at home.  Now, Padín's two sons, Kike and Toño, are in charge of the family business. The failure of an operation will put Kike in jail and cause them to owe a large debt to a Colombian supplier. Toño will turn to the nurse to try to convince his father to assume the debt. But Mario has his own plans.",2019-08-30,2019,8,30,6.674,285,9.584,"['Atresmedia', 'Vaca Films', 'Quien a hierro mata', 'Sony Pictures International Productions', 'Film Constellation', 'Ministerio de Educación, Cultura y Deporte', 'Xunta de Galicia', 'Canal+', 'MEDIA Programme of the European Union', 'Playtime']",107,3,2,0,-0.3,"['Drama', 'Thriller', 'Crime']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
We Die Young,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",2019-05-09,2019,5,9,6.8,268,14.54,"['Dream Team Films', 'Premiere Picture', 'Signature Pictures', 'Dog with a Bone Productions', 'Zone Vision']",93,4,0,-3,-1.0,"['Drama', 'Action', 'Crime', 'Thriller']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
The Head Hunter,"On the outskirts of a kingdom, a quiet but fierce medieval warrior protects the realm from monsters and the occult. His gruesome collection of heads is missing only one - the monster that killed his daughter years ago. Driven by a thirst for revenge, he travels wild expanses on horseback. When his second chance arrives, it’s in a way far more horrifying than he ever imagined.",2019-04-05,2019,4,5,5.311,265,19.736,"['Brayne Studios', 'Detention Films']",72,0,0,0,0.5,"['Horror', 'Fantasy']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Fanatic,A rabid film fan stalks his favorite action hero and destroys the star's life.,2019-08-30,2019,8,30,4.481,264,10.227,"['Daniel Grodnik Productions', 'Fig Production Group', 'Media Finance Capital', 'Pretzel Fang Productions', 'Wonderfilm Media', 'Oscar Generale Productions']",89,18,0,-17,-1.0,"['Crime', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Kid,"New Mexico Territory, 1880. Rio Cutler and his older sister Sara must abandon their home after an unfortunate event happens. In their desperate flee to Santa Fe, they cross paths with the infamous outlaw Billy the Kid and his gang, who are ruthlessly pursued by a posse led by Sheriff Pat Garret.",2019-03-08,2019,3,8,5.85,264,12.29,"['Suretone Pictures', 'Mimran Schur Pictures']",100,8,1,-6,-0.8,"['Western', 'Drama', 'Action']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K-12,"Cry Baby, a strong and sensitive girl, is sent off to a disturbing sleepaway school that’s hidden underneath a grandiose façade. Luckily, she has a sweet and unapologetic best friend who sticks up for her when she gets bullied by the other students whose brains are under control by the Principal and his wicked staff. With the help of the magical friends they meet along the way, as well as an Angelic Spirit Guide, they are able to gain the strength they need to fight off the school’s belligerent patriarchal conditioning.",2019-09-05,2019,9,5,7.725,255,8.813,"['Atlantic Records', 'Little Ugly', 'Frame 48', 'Abramorama']",92,6,0,-5,-0.9,"['Music', 'Horror', 'Fantasy']",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Seberg,An ambitious young FBI agent is assigned to investigate iconic actress Jean Seberg when she becomes embroiled in the tumultuous civil rights movement in late 1960s Los Angeles.,2019-12-13,2019,12,13,5.949,216,14.188,"['Automatik Entertainment', 'Ingenious Media', 'Bradley Pilz Productions']",103,8,0,-7,-0.9,"['Thriller', 'Drama']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
VFW,"A typical night for veterans at a VFW turns into an all-out battle for survival when a desperate teen runs into the bar with a bag of stolen drugs. When a gang of violent punks come looking for her, the vets use every weapon at their disposal to protect the girl and themselves from an unrelenting attack.",2019-09-21,2019,9,21,5.89,205,11.508,"['Fangoria Films', 'Channel 83 Films', 'Media Finance Capital', 'Good Wizard', 'Voltage Pictures']",92,1,0,0,-1.0,"['Action', 'Horror']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brian Banks,An All-American football player's dreams to play in the NFL are halted when he is falsely accused of rape and sent to prison.,2019-08-09,2019,8,9,7.242,188,23.215,"['ShivHans Pictures', 'Gidden Media']",99,10,4,-5,-0.6,['Drama'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Jesus Rolls,"Hours after his release from prison, Jesus Quintana pairs up with fellow misfits Petey and Marie for a freewheeling joyride of petty crime and romance.",2019-10-17,2019,10,17,4.496,123,9.273,"['Sidney Kimmel Entertainment', 'New Element Media', 'Tribus P Film']",85,4,0,-4,-1.0,"['Comedy', 'Crime', 'Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
The Rising Hawk,"During the 13th century, a small village fights for freedom in the frontier landscape of the Carpathian Mountains against Mongolian invaders.",2019-10-10,2019,10,10,6.004,113,10.584,"['Kinorob', 'Cinema Day', 'Ukrainian State Film Agency']",110,2,1,-1,-0.5,"['Action', 'History', 'Drama']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
